,GSM00001
ZFP148,0.000000142
PCED1A,0.000000142
CLN6,0.000000142
SRF,0.000000141
CALML3,0.000000141
CLOCK,0.000000141
TEX12,0.000000141
DOCK7,0.000000141
RPP25L,0.000000141
COMMD6,0.00000014
SMIM11,0.000000139
VMN1R29,0.000000139
PDSS2,0.000000139
CHD1L,0.000000139
OGFR,0.000000138
LIPF,0.000000137
ZFAND1,0.000000137
PARP1,0.000000137
ZFP282,0.000000137
TMEM189,0.000000137
MED13L,0.000000137
CHD9,0.000000137
PDZD11,0.000000135
ZFP628,0.000000134
MED22,0.000000134
PDIK1L,0.000000134
GM38431,0.000000134
PCF11,0.000000134
ARFGAP1,0.000000134
PTP4A2,0.000000133
ITGAV,0.000000133
LIMD1,0.000000133
PHIP,0.000000133
TRIM32,0.000000133
POSTN,0.000000132
ATP6V0A2,0.000000132
HERC1,0.000000132
TRIP6,0.000000132
POU1F1,0.000000131
EIF3D,0.00000013
STK38,0.00000013
TRDMT1,0.00000013
PRKAA1,0.00000013
SLC7A9,0.00000013
DCLRE1C,0.00000013
EFTUD2,0.000000129
FOXK1,0.000000129
CCNF,0.000000129
VMN1R25,0.000000128
TRIM60,0.000000128
NFXL1,0.000000127
KRTAP15,0.000000127
ENAM,0.000000127
EDEM1,0.000000127
CCDC191,0.000000127
ZFP874A,0.000000127
RNASEH2C,0.000000126
TMPRSS15,0.000000126
MEPE,0.000000126
ANKS1,0.000000126
LUZP1,0.000000125
ASB17,0.000000125
TCIRG1,0.000000125
NR1D1,0.000000125
ATP13A3,0.000000125
GRINA,0.000000124
CENPM,0.000000124
STK11,0.000000124
CYHR1,0.000000124
WNK1,0.000000124
CLDN12,0.000000124
ACP6,0.000000124
CRELD2,0.000000124
CKS2,0.000000123
ING3,0.000000123
FUNDC2,0.000000123
SLC19A2,0.000000122
POC5,0.000000122
NUDT7,0.000000122
SFPQ,0.000000121
ERGIC2,0.000000121
TMEM116,0.000000121
DEXI,0.000000121
ABI3BP,0.00000012
ZFP869,0.00000012
FANCC,0.00000012
ARHGEF2,0.000000119
CITED2,0.000000119
ARHGAP17,0.000000119
THOC2,0.000000119
RPL35,0.000000118
CIDEB,0.000000118
SIRT2,0.000000118
RASSF4,0.000000118
CTSF,0.000000118
E2F5,0.000000117
REXO1,0.000000117
PI15,0.000000116
ZFP105,0.000000116
SMYD3,0.000000115
ZFYVE21,0.000000114
D2HGDH,0.000000114
ADH7,0.000000113
ZFP512B,0.000000113
NECAP2,0.000000112
ACTB,0.000000112
RAB22A,0.000000112
SPDL1,0.000000112
SIDT2,0.000000112
NAB2,0.000000111
ITGB1BP2,0.000000111
KLHL10,0.000000111
PHF13,0.000000111
NBEAL2,0.000000111
STRN3,0.00000011
USP25,0.00000011
CFAP36,0.00000011
NAPRT,0.00000011
ZFP58,0.00000011
SPN,0.000000109
SMC5,0.000000109
PHF20L1,0.000000108
NAALADL2,0.000000108
MRI1,0.000000107
VMN1R54,0.000000107
WBP1L,0.000000107
HMGXB4,0.000000107
SLC38A10,0.000000107
FLRT3,0.000000107
ZSWIM2,0.000000107
TFAM,0.000000107
SMIM4,0.000000107
LGALS1,0.000000106
COMMD5,0.000000106
FABP4,0.000000105
GOLGA5,0.000000105
APOL11B,0.000000105
COL4A3BP,0.000000104
ABL1,0.000000104
MMS22L,0.000000104
MSANTD3,0.000000104
GPR174,0.000000104
LY9,0.000000104
TEP1,0.000000103
KIF5B,0.000000103
MCMBP,0.000000103
TMEM184B,0.000000103
UROD,0.000000102
AKAP7,0.000000102
TMEM110,0.000000102
CNOT3,0.000000102
ZDHHC8,0.000000102
PPIF,0.000000101
ZBTB7B,0.000000101
CCDC77,0.000000101
TMEM94,0.000000101
CCDC141,0.000000101
METTL5,0.000000101
SPATA5,0.0000001
TERB2,0.0000001
NME9,0.0000001
THOC7,0.0000001
STAC3,0.0000001
PASK,9.99E-08
TMEM150A,0.000000099
UBN1,9.89E-08
RSRP1,9.87E-08
ARID1B,9.77E-08
TBL3,9.74E-08
SCAF4,9.72E-08
MGAT2,9.69E-08
USP32,9.68E-08
CNOT2,9.66E-08
P2RY10,9.66E-08
S100A14,9.63E-08
ZC3H4,9.62E-08
NTAN1,9.61E-08
CLEC12B,0.000000096
PINK1,0.000000095
NUP214,9.48E-08
SLC45A4,9.47E-08
POU6F1,9.41E-08
TRIP4,9.38E-08
SPEN,9.36E-08
LRP10,9.34E-08
FDX1,9.34E-08
VPS18,9.27E-08
PSMC4,9.26E-08
HNRNPAB,9.25E-08
NTAN1,9.21E-08
QSER1,9.21E-08
EFR3A,0.000000092
BTG1,0.000000092
VCL,9.17E-08
PSORS1C2,9.15E-08
PLEKHM3,0.000000091
GM128,0.000000091
HNRNPA2B1,9.09E-08
IFNGR2,9.09E-08
COL3A1,9.09E-08
DCAF4,9.08E-08
SERPINC1,9.07E-08
NAGLU,8.99E-08
MTHFSL,8.99E-08
PABPC4,8.98E-08
REPS1,8.97E-08
CNNM4,8.94E-08
PON2,8.94E-08
AKR1D1,8.88E-08
ACOT2,8.86E-08
IFT74,8.83E-08
E2F4,8.79E-08
TTC32,8.77E-08
PDE6H,8.77E-08
VASP,8.77E-08
NOP14,8.76E-08
ZFP280D,8.75E-08
FRMD8,8.73E-08
SOAT2,8.73E-08
DCTN4,8.71E-08
ACTL10,8.66E-08
MTMR10,8.61E-08
CAPRIN1,0.000000086
OLFR16,0.000000086
KMT2B,8.59E-08
UQCC2,8.57E-08
ZCCHC7,8.56E-08
PHLPP1,8.53E-08
SEC63,8.49E-08
MAP2K7,8.49E-08
CALM3,8.46E-08
PCNX,8.46E-08
CHMP2B,8.46E-08
XRCC5,8.45E-08
WDR33,8.41E-08
KDSR,8.41E-08
IL1F5,8.37E-08
ANKHD1,8.36E-08
SIK2,8.26E-08
DNAJC3,8.25E-08
GMPS,8.25E-08
NFAT5,8.24E-08
SH3BGR,8.19E-08
ATG2A,8.19E-08
YLPM1,8.18E-08
GADD45A,8.18E-08
TMEM241,8.16E-08
CACNB3,8.15E-08
KCTD11,8.12E-08
NOTCH2,8.12E-08
FBXO11,8.09E-08
OLAH,8.08E-08
XCL1,8.05E-08
RFC5,8.05E-08
DEPDC1A,8.03E-08
PCMTD1,8.03E-08
IDO1,8.01E-08
URB2,0.00000008
CDCA8,7.99E-08
STXBP4,7.97E-08
KPNA4,7.96E-08
PIAS2,7.94E-08
TRP53BP2,7.94E-08
FAF2,7.88E-08
CLDN34D,7.88E-08
SFT2D3,7.87E-08
ME2,7.86E-08
CLEC16A,7.84E-08
PARP2,7.81E-08
ZFP1,7.81E-08
PRG4,7.81E-08
MND1,0.000000078
CHTF18,7.79E-08
SP3,7.78E-08
CASP6,7.77E-08
YY1,7.77E-08
PMEL,7.75E-08
FOCAD,7.74E-08
RNF214,7.74E-08
TAOK2,7.72E-08
MAGEB3,7.72E-08
NPC2,7.69E-08
INPP5E,7.67E-08
SNRNP27,7.65E-08
TNRC6C,7.64E-08
DTYMK,7.62E-08
HNRNPUL1,7.59E-08
HDGF,7.55E-08
EP300,7.55E-08
ZC3H18,7.54E-08
ZDHHC18,7.53E-08
ZFP740,7.53E-08
ANKHD1,7.53E-08
MON2,7.49E-08
P3H1,7.48E-08
TSGA13,7.47E-08
TTF1,7.46E-08
ANXA5,7.46E-08
PDE12,7.46E-08
SERPINB7,7.44E-08
RPL7A,0.000000074
TBC1D5,7.39E-08
HMGCL,7.37E-08
PARN,7.34E-08
RBM33,7.34E-08
SPIN1,7.33E-08
MYD88,7.31E-08
WDTC1,7.31E-08
HNRNPM,7.29E-08
PTBP3,7.27E-08
HNRNPD,7.25E-08
ATXN3,7.22E-08
YPEL3,7.19E-08
ZFP202,7.19E-08
MAP2K6,7.18E-08
PDZK1,7.16E-08
UCHL4,7.15E-08
DCTD,7.15E-08
MYBBP1A,7.13E-08
POC1B,7.13E-08
LUC7L2,7.11E-08
EPC1,7.09E-08
POU2F1,7.09E-08
NIT2,7.08E-08
TAX1BP3,7.03E-08
KERA,7.02E-08
CLINT1,7.02E-08
CTAG2,7.01E-08
ZFP867,7.01E-08
GID4,0.00000007
PAN3,6.98E-08
PKN3,6.98E-08
OLFR658,6.98E-08
VMN1R14,6.98E-08
TNFSF10,6.97E-08
TAF5L,6.94E-08
CDH19,6.93E-08
UBAC2,6.92E-08
PIK3CA,6.91E-08
GZMC,0.000000069
COX8B,6.89E-08
DNAAF2,6.89E-08
ABHD17A,6.88E-08
WDR26,6.88E-08
TXNDC12,6.85E-08
WDR76,6.83E-08
CNNM3,6.82E-08
CASP8,6.81E-08
MSRB1,6.77E-08
EIF4ENIF1,6.77E-08
UPF2,6.76E-08
HMCES,6.75E-08
YIPF1,6.75E-08
ZBTB44,6.74E-08
SFT2D2,6.69E-08
NEDD1,6.65E-08
OLFR69,6.64E-08
SRRM2,6.62E-08
MED13,0.000000066
SPINT4,6.58E-08
PGGT1B,6.56E-08
EHD1,6.55E-08
SIN3A,6.54E-08
TXNDC15,6.52E-08
FRYL,6.51E-08
NFE2L2,0.000000065
SEC61B,6.49E-08
FAM13A,6.49E-08
MICALL1,6.44E-08
FCER1G,6.43E-08
AUP1,6.42E-08
EP400,6.42E-08
PLEKHA3,6.41E-08
CLN8,0.000000064
TMEM156,6.39E-08
TRMT2A,6.38E-08
SETD2,6.36E-08
ACAA1B,6.34E-08
CDC5L,6.33E-08
GORAB,6.32E-08
ANKHD1,6.31E-08
YTHDC1,0.000000063
DNAAF2,6.29E-08
ANO6,6.27E-08
NDUFA6,6.26E-08
UBR2,6.25E-08
PLOD1,6.24E-08
ARL6IP6,0.000000062
TMEM165,6.19E-08
SHBG,6.19E-08
ATG7,6.18E-08
TOB2,6.17E-08
HSPA1L,6.12E-08
CLK1,6.12E-08
CRYGC,6.11E-08
IL7R,6.08E-08
FAH,6.07E-08
HNRNPDL,6.07E-08
CLPTM1L,6.07E-08
MCL1,6.06E-08
TPP2,6.06E-08
ZFP62,6.06E-08
NEPRO,6.06E-08
RPLP2,6.03E-08
LSM11,6.01E-08
RSLCAN18,6.01E-08
TMEM173,0.00000006
ZFP963,0.00000006
DAZAP1,5.99E-08
CLDND2,5.97E-08
PRPF40A,0.000000059
SLC30A5,0.000000059
KDM1A,0.000000059
ZKSCAN6,5.89E-08
CTH,5.89E-08
GPRC5D,5.88E-08
PIK3C2G,5.88E-08
MAP3K3,5.86E-08
SERP1,5.81E-08
MMP13,5.81E-08
ADCY7,5.81E-08
SMIM15,0.000000058
ACBD6,5.79E-08
ENKD1,5.76E-08
KRT18,5.76E-08
UBXN4,5.75E-08
PCNT,5.74E-08
CFLAR,5.73E-08
NUMB,0.000000057
NIPBL,5.69E-08
SKIL,5.68E-08
PHYKPL,5.68E-08
FEM1C,5.68E-08
OLFR68,5.66E-08
TAGLN,5.64E-08
PABPN1,5.62E-08
MRPL23,5.61E-08
PPAN,5.61E-08
FAM160A2,5.61E-08
RTEL1,5.61E-08
CABS1,0.000000056
BAX,5.58E-08
GPR107,5.58E-08
E2F3,5.56E-08
SF3B3,5.53E-08
UTP23,5.53E-08
PBXIP1,5.53E-08
SHPK,5.52E-08
WRAP73,5.48E-08
TUBGCP3,5.48E-08
ALDH8A1,5.47E-08
AAMDC,5.47E-08
RMDN1,5.45E-08
PPP2R5A,5.45E-08
PGS1,5.44E-08
ZFP14,5.42E-08
ZFP91,0.000000054
FAM167B,5.39E-08
DBI,5.36E-08
KLC4,5.35E-08
POPDC2,5.35E-08
TROVE2,5.34E-08
MAGEB16,5.33E-08
METTL23,5.33E-08
ATOX1,0.000000053
AK3,5.28E-08
TBRG1,5.28E-08
NLE1,5.24E-08
IL6ST,0.000000052
PHF11D,5.17E-08
TIMD2,5.16E-08
MRPL18,5.13E-08
SRM,5.12E-08
PEX13,5.12E-08
NCOA2,0.000000051
ATXN2,5.08E-08
ABCC6,5.07E-08
ZFP768,5.07E-08
ZFP341,5.06E-08
CEP95,5.03E-08
CPSF6,5.01E-08
PRMT1,5.01E-08
PKD1,5.01E-08
UIMC1,4.98E-08
ATP6V1E2,4.98E-08
TUBG2,4.96E-08
PAPOLA,4.96E-08
ODAM,4.96E-08
HIST2H2BE,4.96E-08
SENP3,4.95E-08
POF1B,4.94E-08
PPP1R12A,4.94E-08
EXOC4,0.000000049
SMURF1,4.89E-08
ANKRD10,4.88E-08
TRIP12,4.88E-08
ADO,4.87E-08
ANXA6,4.86E-08
UGDH,4.84E-08
TM9SF3,4.84E-08
NTHL1,4.82E-08
OPN3,4.81E-08
CTNS,0.000000048
ALG1,0.000000048
PIGN,4.79E-08
CSNK1A1,4.79E-08
POFUT1,4.79E-08
TDPOZ1,4.78E-08
DSTYK,4.78E-08
ZDHHC3,4.77E-08
GM13306,4.77E-08
POLK,4.75E-08
ALKBH2,4.75E-08
ATAD2B,4.74E-08
FAR1,4.72E-08
RALGAPB,4.72E-08
CYB5R3,4.71E-08
CHTF8,4.71E-08
FBXL4,0.000000047
CDCA4,4.68E-08
PLAGL2,4.67E-08
TEX38,4.67E-08
NSUN2,4.65E-08
DBT,4.64E-08
ZFP866,4.64E-08
LIMS1,4.63E-08
ZFP108,4.63E-08
CDK13,4.63E-08
AP1G2,4.62E-08
RAD18,4.58E-08
BET1L,4.54E-08
RYK,4.54E-08
GFPT1,4.52E-08
SNX16,4.52E-08
GPR65,4.52E-08
MAU2,4.51E-08
KDELR2,0.000000045
ODF2L,0.000000045
UBE2E3,0.000000045
AADAC,0.000000045
CHMP1B,4.49E-08
TPK1,4.48E-08
ARPC2,4.47E-08
TAF4,4.46E-08
ECI3,4.46E-08
SNX5,4.45E-08
GM21312,4.45E-08
CDK19,4.44E-08
RHEB,4.43E-08
ARID4B,4.43E-08
LBR,4.41E-08
KDELR1,4.41E-08
THAP4,0.000000044
MYO9B,4.38E-08
PLET1,4.38E-08
SLC30A7,4.38E-08
EXO1,4.37E-08
DDX5,4.36E-08
TRAM1,4.35E-08
R3HCC1L,4.35E-08
ST3GAL3,4.33E-08
CUL4A,4.32E-08
HNRNPUL2,4.31E-08
RBCK1,4.31E-08
ATP6V0E,0.000000043
DRAP1,0.000000043
NHLRC3,0.000000043
TPR,4.29E-08
TANGO6,4.28E-08
CALR,4.27E-08
TRAM2,4.27E-08
ANKS3,4.27E-08
MCM9,4.27E-08
PDCD2,4.26E-08
KDM3A,4.24E-08
UTRN,4.24E-08
RPRD1A,4.23E-08
CSTB,0.000000042
SDHAF4,4.19E-08
RSF1,4.19E-08
ITGB1,4.18E-08
SH3PXD2B,4.18E-08
MTHFS,4.18E-08
RHOG,4.16E-08
OLFR66,4.13E-08
PKN2,4.13E-08
CAPZB,4.11E-08
PTPN11,0.000000041
KDM4A,0.000000041
TMEM245,0.000000041
MKNK1,4.08E-08
UGT2A2,4.08E-08
MAGEB3,4.07E-08
BRCC3,4.06E-08
ELP2,4.05E-08
ARHGAP18,4.05E-08
NDE1,4.05E-08
POLL,4.05E-08
NME4,4.04E-08
RNF10,4.04E-08
PAIP1,4.03E-08
ZMYM4,4.03E-08
LARP4,4.02E-08
HIST1H2AO,4.02E-08
PLOD3,4.01E-08
HNRNPC,4.01E-08
KHSRP,4.01E-08
HEATR5A,4.01E-08
KLHDC4,0.00000004
STAM2,3.99E-08
RFX3,3.99E-08
PRL,3.99E-08
MFSD11,3.98E-08
ACAP2,3.98E-08
MDH1,3.97E-08
CHD1,3.96E-08
KCTD10,3.96E-08
HNRNPA0,3.95E-08
HIF1A,3.94E-08
NCOA3,3.94E-08
RNF4,3.92E-08
KMT2E,3.92E-08
B3GALNT2,3.92E-08
GTSF1L,3.91E-08
MAN2A1,3.91E-08
GP5,0.000000039
ARID2,0.000000039
SIRT4,3.89E-08
SART1,3.89E-08
MSANTD1,3.89E-08
KAT6B,3.88E-08
CHERP,3.88E-08
AP5Z1,3.88E-08
CROT,3.88E-08
SEC31A,3.88E-08
ACTR3,3.87E-08
ZFP429,3.87E-08
MAD1L1,3.86E-08
UBN2,3.84E-08
SMC6,3.83E-08
FECH,3.83E-08
CLEC7A,3.83E-08
CSNK1E,3.82E-08
MTMR12,3.82E-08
ADPRHL1,3.82E-08
SEC11A,3.81E-08
MBD5,3.81E-08
TRIM8,0.000000038
DHX38,0.000000038
PFN1,0.000000038
SS18,3.79E-08
MGME1,3.79E-08
CDK1,3.79E-08
ZFP623,3.75E-08
NAA15,3.74E-08
MIDN,3.74E-08
NDST2,3.73E-08
MUS81,3.72E-08
NEU3,3.71E-08
ZMPSTE24,3.71E-08
RPL18A,3.71E-08
SEC61A1,3.69E-08
ACIN1,3.68E-08
C1QTNF3,3.68E-08
BMT2,3.68E-08
ETF1,3.67E-08
ERLEC1,3.67E-08
LSM14A,3.67E-08
LRRC59,3.65E-08
ADIPOR1,3.65E-08
GOLPH3,3.63E-08
SOCS7,3.63E-08
TTLL4,3.63E-08
FOXN2,3.62E-08
GM12169,3.61E-08
MTMR2,0.000000036
TMEM43,0.000000036
KDM6A,0.000000036
CTDNEP1,3.59E-08
DDX6,3.58E-08
SEC16B,3.58E-08
TBC1D17,3.55E-08
AKAP13,3.54E-08
PCK2,3.53E-08
SEC24A,3.53E-08
ZC3H7B,3.53E-08
KIF2C,3.52E-08
TMEM102,3.52E-08
SSR1,3.51E-08
SNAPC2,3.51E-08
SPHK2,3.48E-08
FBXO5,3.48E-08
USB1,3.48E-08
SCAF1,3.47E-08
SAMD4B,3.47E-08
CLTC,3.46E-08
UBL5,3.45E-08
CCNL2,3.45E-08
CCDC127,3.42E-08
COMT,3.41E-08
APLP2,3.41E-08
SEC24D,3.41E-08
TRIM42,3.41E-08
RAB5C,0.000000034
GRSF1,0.000000034
UBE2G2,3.39E-08
ABHD12,3.39E-08
SLAIN2,3.37E-08
SRSF3,3.35E-08
TNFAIP1,3.35E-08
APOA1,3.35E-08
P4HB,3.35E-08
DPY19L3,3.35E-08
RNPEP,3.34E-08
ETV6,3.33E-08
PHF23,3.33E-08
SLC25A40,3.33E-08
TYRP1,3.31E-08
SERINC3,3.31E-08
AP2A2,3.31E-08
EIF3A,0.000000033
ZKSCAN1,0.000000033
TIAL1,0.000000033
GTF3C5,3.29E-08
ADAM10,3.29E-08
SIVA1,3.28E-08
DCAKD,3.28E-08
REP15,3.27E-08
RTTN,3.27E-08
SIAH1A,3.26E-08
RNF141,3.25E-08
ATXN1L,3.25E-08
AMN1,3.24E-08
BCKDK,3.24E-08
ADPRHL2,3.23E-08
API5,3.22E-08
APPBP2,0.000000032
SPATA2,0.000000032
CPSF7,3.19E-08
DHX15,3.19E-08
TXNDC11,3.19E-08
CDC45,3.18E-08
NSA2,3.16E-08
SVBP,3.16E-08
DNA2,3.16E-08
PTGES3L,3.15E-08
CRY1,3.15E-08
HNRNPH3,3.15E-08
KARS,3.14E-08
MAGOH,3.14E-08
INVS,3.13E-08
JADE1,3.13E-08
ERMP1,3.12E-08
PHKB,3.12E-08
RPA3,3.12E-08
GANAB,3.11E-08
ESPL1,3.11E-08
ZFP646,3.11E-08
EIF4G2,3.09E-08
TUBA3B,3.08E-08
NRBF2,3.08E-08
PLGRKT,3.08E-08
HGS,3.07E-08
JRK,3.07E-08
KIF14,3.07E-08
GZMN,3.06E-08
XRCC3,3.04E-08
CD160,3.03E-08
NHLRC2,3.03E-08
TCAP,3.02E-08
SF3B2,3.02E-08
WDR3,3.02E-08
TMEM44,3.01E-08
PROSER1,0.00000003
RBMX,2.99E-08
GLG1,2.99E-08
RALY,2.99E-08
TSC22D2,2.98E-08
IGHMBP2,2.97E-08
NCSTN,2.96E-08
TSC1,2.96E-08
PARP16,2.96E-08
OTUD5,2.96E-08
BORCS8,2.96E-08
ALYREF,2.95E-08
ARID4A,2.95E-08
ASIC5,2.93E-08
TRAF7,2.93E-08
TATDN2,2.93E-08
MAP4K3,2.92E-08
ZFP217,2.92E-08
EEF1B2,2.92E-08
SPCS3,2.92E-08
CSTF2T,2.91E-08
TCEANC2,0.000000029
CAND1,0.000000029
SUMO1,0.000000029
RRAGC,2.89E-08
METTL9,2.89E-08
DCLRE1A,2.88E-08
CHID1,2.88E-08
PPP2R2A,2.88E-08
KDM5A,2.86E-08
ASH1L,2.85E-08
ELK4,2.85E-08
TAOK1,2.85E-08
RNF170,2.85E-08
ARHGEF18,2.84E-08
DET1,2.84E-08
TMEM168,2.83E-08
RCOR1,2.83E-08
CSDE1,2.82E-08
ARFGEF2,2.82E-08
PUS10,2.81E-08
SREK1IP1,0.000000028
FKBP14,0.000000028
RFC4,2.79E-08
SSXB6,2.79E-08
PIK3C2A,2.78E-08
PRDM10,2.78E-08
MGRN1,2.78E-08
RPS27L,2.77E-08
ZBTB2,2.77E-08
FBXW11,2.76E-08
SLC35E1,2.76E-08
GIT2,2.75E-08
YTHDF3,2.73E-08
QRICH1,2.72E-08
NAA16,2.72E-08
HS2ST1,2.71E-08
LONP1,2.71E-08
TAPT1,0.000000027
HINT2,2.69E-08
BUD31,2.69E-08
IFFO1,2.69E-08
ELP4,2.68E-08
INO80B,2.68E-08
ESCO1,2.68E-08
GPAT4,2.66E-08
POLR2B,2.66E-08
NAPEPLD,2.65E-08
UNC13B,2.64E-08
TTC9C,2.64E-08
ZFP367,2.64E-08
ZFP260,2.63E-08
DDB1,2.62E-08
PRPF8,2.61E-08
NEK9,2.61E-08
SCAF8,2.61E-08
ZBTB5,2.61E-08
SECISBP2L,2.61E-08
MTERF3,2.61E-08
HECTD1,0.000000026
DGCR2,2.59E-08
HNRNPK,2.59E-08
COQ9,2.59E-08
CCDC150,2.59E-08
DUS2,2.59E-08
IGSF8,2.59E-08
MAP1LC3B,2.58E-08
USP1,2.58E-08
SLBP,2.58E-08
XRCC1,2.56E-08
SULT1B1,2.56E-08
SRRM1,2.56E-08
ULK1,2.54E-08
HSPA4,2.53E-08
HDLBP,2.52E-08
RPRD1B,2.52E-08
AGBL5,2.52E-08
IFT20,2.52E-08
EIF3B,2.51E-08
QRICH2,2.51E-08
PPP4C,2.51E-08
HSPA5,0.000000025
HMGN1,0.000000025
LRRC41,0.000000025
MBTD1,2.49E-08
ING2,2.48E-08
GTPBP4,2.48E-08
GALK2,2.48E-08
CNBP,2.47E-08
HIST1H4M,2.47E-08
USP22,2.47E-08
SPACA4,2.46E-08
ADSS,2.46E-08
PRC1,2.45E-08
FAM114A2,2.45E-08
METTL17,2.44E-08
PHF12,2.44E-08
UCN2,2.44E-08
FAU,2.43E-08
SON,2.43E-08
CNOT4,2.43E-08
COPA,2.42E-08
GART,2.42E-08
NCLN,2.42E-08
SPPL2A,2.42E-08
SRSF5,2.41E-08
TBCEL,0.000000024
SLC39A7,2.39E-08
NUP205,2.39E-08
PAK2,2.39E-08
UGP2,2.38E-08
GNAI3,2.38E-08
DIP2B,2.38E-08
CHAF1B,2.37E-08
H3F3B,2.37E-08
HADHA,2.37E-08
IMMP1L,2.36E-08
PIDD1,2.35E-08
RBM26,2.35E-08
ANKIB1,2.35E-08
SUPT3,2.35E-08
VKORC1,2.35E-08
TEC,2.35E-08
SIAH1B,2.34E-08
YIPF2,2.34E-08
NDUFB7,2.33E-08
ZNFX1,2.33E-08
ASF1A,2.32E-08
LSM3,2.32E-08
NDUFC1,2.31E-08
SIT1,2.31E-08
MAPK1,2.31E-08
NCOR1,2.31E-08
CALU,2.29E-08
DPM1,2.29E-08
CCNL1,2.29E-08
HSF1,2.29E-08
MYO19,2.28E-08
SMPD1,2.27E-08
YEATS2,2.27E-08
IFIT2,2.26E-08
NUDT5,2.26E-08
MVP,2.26E-08
NCAPG2,2.25E-08
ATF6,2.25E-08
PHC1,2.24E-08
PUS7,2.24E-08
CNTD1,2.24E-08
VMAC,2.24E-08
CEP170,2.24E-08
DNAJB9,2.23E-08
KRTAP13,2.23E-08
NRON,2.23E-08
CPSF2,2.21E-08
EMC1,2.21E-08
LENG8,2.21E-08
NF1,2.21E-08
EI24,0.000000022
TCERG1,0.000000022
FBXL20,2.19E-08
CDKN2AIP,2.19E-08
CLSPN,2.19E-08
BUB1B,2.18E-08
TMOD3,2.18E-08
NDUFA3,2.18E-08
PDCD11,2.18E-08
CIC,2.17E-08
HP1BP3,2.17E-08
FBXW4,2.17E-08
HMGXB3,2.17E-08
GDI2,2.17E-08
UBIAD1,2.17E-08
SUPT7L,2.17E-08
SF3A1,2.16E-08
YIF1A,2.16E-08
SLC39A6,2.16E-08
CPPED1,2.16E-08
YRDC,2.16E-08
PUM2,2.15E-08
ZFP87,2.15E-08
CCNG1,2.15E-08
TFB2M,2.15E-08
IP6K2,2.15E-08
DHX33,2.15E-08
ZDHHC19,2.15E-08
TRHR,2.15E-08
EIF5,2.14E-08
HERC4,2.14E-08
NUP188,2.14E-08
RBSN,2.14E-08
COPE,2.13E-08
CLPTM1,2.13E-08
WDR5,2.12E-08
PAF1,2.12E-08
FASL,2.12E-08
RIDA,2.12E-08
USF3,2.12E-08
AGPS,2.12E-08
SERBP1,2.11E-08
BAZ2A,2.11E-08
PPM1D,2.11E-08
MEF2D,0.000000021
GNPNAT1,0.000000021
KYAT3,0.000000021
EMD,2.08E-08
CLCN7,2.08E-08
ZFP821,2.07E-08
SRSF4,2.07E-08
GABPA,2.07E-08
SNIP1,2.06E-08
ZCCHC17,2.06E-08
NFX1,2.05E-08
ATG13,2.05E-08
SLC9A8,2.05E-08
CDAN1,2.05E-08
RHOA,2.05E-08
ADNP2,2.04E-08
FBXO8,2.03E-08
TOP3A,2.03E-08
ANG2,2.03E-08
CTSO,2.03E-08
XAB2,2.03E-08
MAPKAP1,2.02E-08
LSM7,2.02E-08
SRSF9,2.02E-08
AHCTF1,2.02E-08
ESF1,2.02E-08
MTOR,2.01E-08
EXOSC10,2.01E-08
KDM1B,2.01E-08
PICALM,2.01E-08
NDUFA4,0.00000002
RPS15,1.99E-08
ASPN,1.99E-08
TMTC3,1.99E-08
OSBPL8,1.99E-08
AP1G1,1.98E-08
PPP6C,1.98E-08
EIF4EBP2,1.97E-08
POLR1C,1.96E-08
CSTF1,1.96E-08
UBE2H,1.96E-08
PBLD1,1.96E-08
PER1,1.96E-08
REG1,1.95E-08
EIF3I,1.95E-08
MED20,1.95E-08
SNRPD3,1.95E-08
TSR1,1.95E-08
FAM50B,1.94E-08
PRKAB1,1.94E-08
ITCH,1.93E-08
CFAP97,1.93E-08
ALYREF2,1.93E-08
SERPINI2,1.93E-08
RSPH3A,1.93E-08
MAPKAPK5,1.92E-08
WDR1,1.92E-08
GTF2I,1.92E-08
CRKL,1.91E-08
EIF4A2,1.91E-08
SMCO3,1.91E-08
SAR1A,0.000000019
KDM3B,0.000000019
EIF5B,0.000000019
AGO4,1.89E-08
STK38L,1.89E-08
BRPF1,1.89E-08
BIRC6,1.88E-08
STT3A,1.88E-08
PINLYP,1.88E-08
POLR2E,1.86E-08
LIN7C,1.86E-08
EMSY,1.86E-08
G2E3,1.86E-08
CSE1L,1.86E-08
NR1H2,1.85E-08
STYX,1.85E-08
ILF3,1.85E-08
BRD4,1.85E-08
RBM12,1.84E-08
EIF4E2,1.84E-08
IPO11,1.84E-08
SCO1,1.84E-08
AKAP8,1.84E-08
TMCC1,1.84E-08
SNRPA1,1.83E-08
BANF1,1.83E-08
PPP1CB,1.83E-08
DIS3,1.82E-08
THAP2,1.81E-08
BRWD1,1.81E-08
PHC3,1.81E-08
BCCIP,1.81E-08
ADH5,0.000000018
NCR1,0.000000018
CORO1B,0.000000018
VEZF1,1.79E-08
CEP44,1.79E-08
SPG21,1.79E-08
PPP1R37,1.79E-08
VAV2,1.78E-08
NEK8,1.78E-08
WTAP,1.78E-08
BTBD1,1.78E-08
DR1,1.77E-08
PCM1,1.77E-08
ANAPC13,1.77E-08
ADD1,1.76E-08
TTC17,1.75E-08
ABHD17B,1.75E-08
DDX17,1.75E-08
RAF1,1.74E-08
