"","GSM844492","GSM844495","GSM844497","GSM844499","GSM844501","GSM844503","GSM844505","GSM844507","GSM844521","GSM844522","GSM844523","GSM844524"
"4930474A20RIK",0,0,0,0,0,0,0,0,0,0,0,0
"5430427N15RIK",0,0,0,0,0,0,0,0,0,0,0,0
"5330425B07RIK",0,0,0,0,0,0,0,0,0,0,0,0
"D530037P16RIK",0,0,0,0,0,0,0,0,0,0,0,0
"5830445D09RIK",0,0,0,0,0,0,0,0,0,0,0,0
"9430019H13RIK",0,0,0,0,0,0,0,0,0,0,0,0
"4921509A06RIK",0,0,0,0,0,0,0,0,0,0,0,0
"1500002K03RIK",0,0,0,0,0,0,0,0,0,0,0,0
"9330199C07RIK",0,0,0,0,0,0,0,0,0,0,0,0
"4933428C20RIK",0,0,0,0,0,0,0,0,0,0,0,0
"2900022M07RIK",0,0,0,0,0,0,0,0,0,0,0,0
"ZFP961",0,0,0,0,0,0,0,0,0,0,0,0
"A930018O16RIK",0,0,0,0,0,0,0,0,0,0,0,0
"3300002I10RIK",0,0,0,0,0,0,0,0,0,0,0,0
"MAST4",0.00264766688964,-0.00120044903762,-0.0020484757822,0.00303727860006,-0.00303727860006,0.00142350965424,-0.001949196867,0.00089488067866,-0.00287142835112,0.00302415896284,-0.00354157442066,-0.00262020894866
"4921504P13RIK",0,0,0,0,0,0,0,0,0,0,0,0
"9430012M22RIK",0,0,0,0,0,0,0,0,0,0,0,0
"FGD3",8.3511461e-05,-1.7041244e-05,-2.71382331e-05,-3.64130536e-05,-1.55515778e-05,-1.88322112e-05,6.7398243e-05,8.1189977e-05,7.9632388e-06,-1.85639729e-06,3.77897201e-05,5.26449e-05
"2900078I11RIK",0,0,0,0,0,0,0,0,0,0,0,0
"5033405D04RIK",0,0,0,0,0,0,0,0,0,0,0,0
"4930451E06RIK",0,0,0,0,0,0,0,0,0,0,0,0
"4930423O20RIK",0,0,0,0,0,0,0,0,0,0,0,0
"1700084K02RIK",0,0,0,0,0,0,0,0,0,0,0,0
"MCM10",4.90934112e-08,-4.48364488e-08,2.0400795e-08,-3.0264931e-08,2.62101792e-08,-1.83726862e-08,4.41803986e-08,2.05242712e-09,-1.76187764e-08,8.7284202e-08,-4.9197832e-08,1.28307756e-08
"C030014O09RIK",0,0,0,0,0,0,0,0,0,0,0,0
"ABHD17B",-2.97865512e-08,3.71742714e-08,-2.10310254e-09,-1.19411334e-07,-5.9185728e-08,1.28884014e-07,9.0789552e-08,7.28045136e-08,1.06252776e-07,-7.99954596e-08,-5.93823258e-08,6.77542698e-08
"9530086P17RIK",0,0,0,0,0,0,0,0,0,0,0,0
"8030497O21RIK",0,0,0,0,0,0,0,0,0,0,0,0
"4930405A07RIK",0,0,0,0,0,0,0,0,0,0,0,0
"4930527J03RIK",0,0,0,0,0,0,0,0,0,0,0,0
"NR4A2",0.012475766782584,0.07695355905756,0.00890702969157,-0.013561643709126,-0.04007821521915,-0.0022218186590334,-0.015020158019526,-0.016134000655725,-0.05022205202349,0.014752969918065,-0.03974809613193,-0.010239063464115
"1700101I19RIK",0,0,0,0,0,0,0,0,0,0,0,0
"TTLL13",5.355412e-06,3.247508e-06,1.1365726e-05,4.422463e-06,1.1577648e-05,1.5110908e-05,1.167986e-06,-5.445572e-08,-5.113176e-08,3.5302332e-06,-5.976366e-06,5.00917e-06
"PIGS",-1.78639824e-06,3.5976576e-06,4.5991248e-06,3.2550876e-06,-9.5847552e-07,-6.3339312e-07,-5.5199484e-07,9.9221724e-07,1.44552228e-07,2.9624952e-06,1.83555048e-07,-2.4155688e-06
"CDC23",-1.9599228e-08,2.0974932e-08,1.29325812e-08,1.4431428e-08,1.18783236e-08,9.879936e-09,-1.3212408e-09,9.4066764e-09,1.4288208e-08,-1.7847192e-08,1.7985396e-08,1.01105532e-08
"KAT7",8.6395844e-07,7.3867244e-07,-8.0586216e-07,1.09734836e-06,-9.1152944e-07,-4.0627832e-07,-5.24842836e-08,3.44258924e-07,3.23873416e-07,-1.08196864e-09,-6.08656344e-07,-1.58226484e-06
"AW551984",0,0,0,0,0,0,0,0,0,0,0,0
"MELA",0,0,0,0,0,0,0,0,0,0,0,0
"CPNE1",-5.144078e-09,-1.3903383e-08,-4.486387e-08,-2.280067e-08,1.7062266e-08,2.691867e-08,-1.1330155e-08,-3.758371e-08,3.147428e-09,-3.30397e-08,-8.94302e-09,-1.8966377e-08
"FBXL5",-6.2785182e-10,-2.15937756e-09,-5.2429626e-09,-4.9934856e-09,7.5725106e-09,-5.8306515e-09,-5.0171181e-10,-3.41480172e-09,-1.60849371e-10,-6.1510671e-09,1.87462854e-09,1.25666538e-09
"KLHL9",1.75304328e-06,-3.71361202e-07,-6.69144686e-07,-3.35006186e-07,-7.04550758e-08,7.55056808e-08,-6.78843342e-07,1.5140607e-06,-9.922816e-08,-9.501115e-07,4.25837686e-07,1.0582687e-06
"HMGCS1",-7.182459e-08,-8.1783045e-09,-2.4520341e-08,-1.7065746e-08,-4.5959925e-08,-4.859994e-08,-5.7514395e-08,-6.0651615e-08,-2.0762898e-08,-2.95820445e-08,-5.1065085e-08,-4.876263e-08
"SLC25A44",6.6844024e-09,-3.17556416e-09,-5.517852e-09,3.69023136e-09,-1.10204816e-08,-7.134964e-09,-6.1060584e-09,-1.40931016e-09,-3.77221256e-09,3.97960168e-09,-6.0121512e-10,-1.22523704e-08
"SNX32",-2.9267294e-05,-2.437621e-05,-1.810705e-05,-4.0502298e-05,-2.8303068e-06,-2.1916784e-05,-1.04609354e-05,-1.54980684e-05,-1.8472662e-05,-1.18319982e-05,-2.1889372e-05,-2.321832e-05
"B630019K06RIK",0,0,0,0,0,0,0,0,0,0,0,0
"ABTB2",4.6774784e-05,0.000129582537,6.0431182e-05,3.96326453e-05,6.9478051e-06,9.9108873e-06,-1.81155458e-06,-2.22851719e-06,1.72543903e-05,5.339543e-05,3.42212376e-05,1.28474044e-06
"SH2B3",-9.203942e-06,7.415282e-07,-2.1735202e-06,8.90796e-06,-3.9026e-06,-7.945306e-06,-6.507994e-06,-2.6237062e-06,-2.4122096e-06,-1.3749236e-06,-2.3354572e-06,-6.614888e-06
"AU022751",0,0,0,0,0,0,0,0,0,0,0,0
"GRSF1",-8.8958382e-08,1.3460328e-07,8.9381988e-08,9.8812908e-08,5.6006976e-08,-6.4596294e-08,-7.5053334e-08,-1.00254678e-07,4.9385442e-08,-1.639701e-07,1.8519324e-08,5.5842246e-08
"E330021D16RIK",0,0,0,0,0,0,0,0,0,0,0,0
"TTC7B",9.6077863e-06,-1.6749131e-05,-1.3692735e-05,-1.8037901e-05,-3.0095338e-07,-1.01644207e-05,-1.637797e-05,-1.9551581e-06,-7.3048745e-06,-7.0675766e-06,-1.3486984e-05,-4.6057641e-06
"PI4K2A",5.4787866e-08,-9.5799422e-08,-9.2624436e-08,-1.13295576e-07,1.02383642e-07,-1.3892722e-07,-7.5628818e-08,1.03681974e-07,-6.7187346e-09,1.14473224e-07,-4.3320572e-07,-9.3231772e-09
"IPO13",3.2231424e-08,-3.0003712e-09,-1.26272256e-08,6.585344e-09,1.83111936e-08,7.6323328e-09,4.4173824e-08,3.64736e-08,1.30240512e-08,-1.45656576e-08,3.390208e-08,5.93024e-08
"AI467606",0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A6",1.3129956e-06,2.0269536e-06,2.3155608e-06,1.29243912e-06,3.4039656e-06,7.6963152e-08,1.383606e-06,1.05414456e-06,1.40283192e-06,-2.4672312e-06,1.6191672e-06,1.26462504e-06
"IRF2BPL",5.2717445e-07,2.964335e-06,-3.9676725e-06,3.8500165e-06,3.8793645e-06,-1.372613e-07,8.987055e-06,3.1246655e-06,-4.861494e-06,-4.11664e-06,2.8942375e-06,6.688055e-06
"LRRN2",-0.02719339253436,-0.006455610711177,-0.00582700938094,-0.008432192351214,-0.02060862382367,-0.01470475142886,-0.02544370386089,-0.009437550341284,-0.01980878806869,0.005542206975637,-0.02587444367905,-0.010938259122238
"TCF7",-0.000100754258,0.000151987086,-0.000110263013,7.7675884e-05,5.00953947e-07,-7.955688e-05,-1.18708519e-05,-6.8792151e-05,5.39281316e-05,-9.0304412e-05,1.56327846e-05,1.61623336e-05
"RPL38",-0.00017664508698,0.00013563526008,-0.0001299263325,0.0002371721016,0.00010680704604,4.041356154e-05,8.62769811e-05,0.0001770508275,0.0002172867624,-0.0002317861818,0.0001998557664,3.202936302e-05
"TM2D2",-9.1874013e-07,3.9572841e-06,4.9203693e-06,1.64302677e-06,-2.4063732e-07,-2.3521806e-07,-2.3857218e-07,4.1066718e-07,1.70478924e-06,1.36887828e-06,2.6374425e-06,8.8341561e-07
"FAM8A1",-4.2176832e-08,1.55794752e-09,1.05275904e-07,-1.19837568e-07,-1.30273344e-07,-1.43087616e-07,-2.9354688e-07,-2.974176e-07,5.2340928e-08,-5.0085696e-07,7.67904e-08,7.0279296e-08
"ABR",-0.00057679816667,0.000105916391788,0.000109574429109,0.0004314367942,-8.2969727832e-05,-0.000122464311185,-0.00028926021125,8.436286036e-05,-9.0270261723e-05,-7.4080631147e-06,-0.000157717972611,4.4610045076e-05
"PARL",-3.4171605e-09,3.86552205e-09,9.0243855e-09,-5.944419e-09,9.7440525e-09,5.63972175e-09,9.387495e-10,-9.53433e-09,5.9264595e-09,-4.41958725e-09,8.985015e-09,1.7373096e-09
"UBR7",2.93015855e-09,-1.97293525e-09,1.33487145e-08,-4.9549313e-09,8.3292176e-09,-1.19961226e-09,-2.0007361e-08,-1.489415785e-08,2.5576144e-08,-7.9465452e-09,-2.5945227e-08,2.69157845e-09
"SWI5",-1.6839746e-08,-1.41061998e-08,-1.9869388e-08,-1.9828116e-08,3.3680262e-09,1.3487397e-08,1.6679432e-09,-1.26686406e-08,4.1644372e-09,-3.8945676e-08,8.2655188e-09,8.3397622e-09
"FKBP14",2.80839621e-08,1.21910561e-08,-2.57568096e-08,-1.48230751e-08,4.5081566e-08,4.144192e-08,4.517767e-08,2.79066092e-08,2.14762847e-08,-6.317959e-09,4.1695951e-08,4.2612748e-08
"FUBP1",-1.27145139e-08,1.50964817e-08,1.9566992e-08,1.23655383e-09,2.7582082e-08,-3.7596879e-10,1.71731218e-08,1.919435e-08,6.6305364e-09,-3.8369497e-08,9.8092903e-09,1.13764108e-08
"C86187",0,0,0,0,0,0,0,0,0,0,0,0
"D6ERTD527E",0,0,0,0,0,0,0,0,0,0,0,0
"GNS",2.8388878e-08,3.1205364e-08,5.9140146e-08,3.6726428e-08,-9.8345518e-09,1.40856014e-08,2.4811256e-10,-1.38306572e-09,2.5009014e-09,9.3407426e-09,-4.0310918e-09,-1.05151706e-08
"EPB41L2",-2.6831125e-06,3.384235e-06,1.427766e-06,2.5007525e-06,1.72438065e-06,2.786442e-06,2.0733251e-06,1.4163168e-06,4.51952e-06,-1.7713971e-06,4.2211405e-06,3.245444e-06
"CBARP",-3.947263e-05,-2.936482e-05,-3.1914003e-05,-3.5202318e-05,-1.75709101e-05,-2.31867713e-05,-2.631423e-05,-2.06685568e-05,-2.8400556e-05,-2.7173124e-05,-1.59021577e-05,-1.66703821e-05
"COLGALT1",1.16032224e-07,-5.1740568e-08,3.798795e-07,-1.80350016e-07,3.00290661e-07,4.3721535e-07,6.778299e-07,4.3381767e-07,5.5311036e-07,-2.77229271e-07,9.0570678e-07,1.07043618e-07
"DENND2A",6.11459706e-05,5.3248845e-05,1.12330101e-05,4.68112476e-05,5.14820826e-05,4.95657474e-05,5.83475802e-05,9.1486707e-05,7.2431424e-05,-7.8457431e-05,7.8242619e-05,9.7595589e-05
"CTSO",3.99240765e-08,1.60785831e-08,2.4594012e-08,-2.04182358e-08,3.92463024e-09,4.62092925e-08,1.40471712e-07,-6.3325581e-09,1.31585367e-08,-7.242207e-08,8.3600298e-08,6.3378117e-08
"TSR1",6.0481302e-08,1.45595422e-07,-5.0402961e-08,1.79135957e-08,2.1074046e-08,3.34182198e-09,-1.36152107e-08,-1.51479496e-08,2.83348695e-08,-8.5765092e-08,3.02066485e-08,2.48387559e-08
"PYGB",-9.0571916e-06,-4.8766013e-06,3.26325877e-06,-9.2779683e-07,-5.0666219e-06,-2.71569965e-06,-2.34988943e-06,6.5619716e-06,7.2048335e-07,-7.0381199e-06,5.4686448e-07,1.41435559e-06
"LRRC8D",-1.3541601e-05,2.9123003e-05,2.5798616e-05,3.4851371e-05,-1.21620531e-05,-3.5175596e-06,-1.13952577e-05,-2.1670806e-06,2.1840451e-05,1.8925046e-05,-1.09573247e-05,-4.449284e-07
"GM7931",0,0,0,0,0,0,0,0,0,0,0,0
"REEP1",-0.00280919118055,-0.00180110034463,-0.00241627081997,-0.001541450399711,-0.001578292657505,-0.001720275362628,-0.00194470620486,-0.001727389277977,-0.0001612626724692,-0.00264399045412,-9.06430348177e-05,3.00058895778e-05
"MYEOV2",0,0,0,0,0,0,0,0,0,0,0,0
"LCMT2",1.109289e-08,-3.90998685e-09,-1.18723515e-09,-7.369093e-09,-9.037342e-10,2.9404584e-09,1.23271915e-08,8.3472045e-09,1.498506e-09,-8.972678e-09,1.06799035e-09,5.59405935e-09
"NUCKS1",-6.7093179e-09,1.9800294e-08,1.20463986e-08,2.3408253e-08,1.09245279e-09,4.9942674e-09,9.4266954e-09,1.897644e-09,2.492718e-08,-3.9482262e-09,8.8739211e-10,2.1613314e-08
"SCAP",-3.1312824e-08,2.1901455e-08,2.6571444e-09,-1.18413183e-10,2.6360769e-08,2.1988428e-08,7.9106316e-09,1.49324055e-08,1.7983536e-08,1.30753968e-09,1.58210406e-08,1.8204705e-08
"ANKRD13C",-2.92665617e-08,-2.35876706e-08,1.2584615e-08,-2.72172583e-08,-5.5274341e-08,-4.9351346e-08,-3.3605105e-08,-2.32731563e-08,1.03621779e-08,-6.6910406e-08,1.16763084e-08,1.21114596e-08
"PSKH1",1.66356168e-08,2.0138964e-08,2.0755554e-08,2.5700922e-08,-1.34985222e-08,-1.6483506e-08,8.680341e-09,-3.1101804e-08,-5.0844774e-09,1.70767158e-08,-2.100219e-08,-1.77627024e-08
"RADIL",-0.00013192914243,-0.00019331982323,-0.00026594950198,-0.00021875088687,5.3247874732e-05,-2.3495393734e-05,8.9860867835e-05,-9.7325581223e-05,-0.000102627774234,-5.4963682145e-06,1.4551299522e-05,-0.00022200159071
"GM15800",0,0,0,0,0,0,0,0,0,0,0,0
"EDNRA",-4.3359936e-05,5.3858706e-05,2.53041822e-05,2.27459358e-05,3.9008106e-05,4.5606606e-05,2.39915418e-05,1.41776802e-05,6.2418312e-05,-1.2296424e-05,6.128178e-05,5.267988e-05
"KLHL8",-4.2870172e-07,-2.6155565e-07,-3.3360957e-07,-3.052859e-07,3.3413095e-08,-1.13160156e-07,3.7165638e-08,-7.5735022e-08,-1.80271712e-07,-1.13212095e-07,-3.5536027e-07,-2.9023951e-08
"IREB2",-5.1653875e-08,3.41021025e-08,2.91677075e-08,8.71815e-09,-2.7946815e-08,-4.24598225e-08,-5.9053425e-08,-7.9023375e-08,7.42444e-08,-1.1788265e-08,-1.097649e-07,1.14427975e-08
"LOC102642697",0,0,0,0,0,0,0,0,0,0,0,0
"PAMR1",0.012030988438928,0.0229342730284,-0.02273440168552,-0.009993801153148,-0.005255198497612,0.003026963390356,-0.0007094964653944,-0.00888360669406,0.0003519511351164,0.012200025635248,0.005955932008676,-0.02587191375044
"LRP11",-3.1381392e-05,-1.61723688e-05,5.1828168e-07,-1.16469864e-05,-1.9959744e-05,-1.7548944e-05,-2.1647808e-05,-1.45824336e-05,-1.43632272e-05,-1.60054776e-05,-1.8068064e-05,-1.1073132e-05
"MARVELD1",3.346866e-06,4.859514e-06,-2.8216404e-06,2.5233336e-06,8.0883576e-06,1.2327444e-05,9.561294e-06,1.1603412e-05,2.0378088e-06,8.4237624e-07,1.4556024e-05,7.7840568e-06
"COMMD3",0.001357642575135,0.01137604769175,0.00739532343431,0.004913390550145,0.01964985942815,0.01384958836415,0.01768162524485,0.0016150296036,0.0126634817106,-0.003232487072955,0.0168179036879,0.01558368316505
"INPP5F",-1.00393149e-07,-1.29308421e-07,-8.5997844e-08,-7.17526068e-08,-5.91073038e-08,-7.64627001e-08,-7.18521786e-08,-3.73748511e-08,-8.1927393e-09,-1.35777432e-07,9.5298576e-09,1.59421395e-08
"ANLN",-1.10054676e-06,5.30542494e-07,7.9925322e-07,7.4520294e-07,-2.5003662e-07,-3.3062382e-07,7.7482368e-08,-8.3780406e-07,5.82422976e-07,1.01397732e-07,-1.74290214e-07,-5.99568768e-07
"STRADB",-5.5931085e-07,-2.94007346e-07,-3.24238266e-07,-2.56284354e-07,-7.8490256e-07,-4.35847688e-07,-6.4323307e-07,-9.2663206e-07,2.16687638e-07,-1.12560404e-06,-6.21535572e-08,2.1759273e-07
"ACAD11",-6.05851056e-09,-3.80231964e-09,-8.56366686e-10,-1.16968032e-08,9.28258218e-10,-2.1271815e-08,-2.7689373e-09,5.12401032e-09,7.80936768e-09,6.19712676e-10,-3.12374898e-09,-2.61390276e-09
"NPRL3",1.6577395e-07,-9.3824034e-08,-2.5569759e-07,-1.3128427e-07,-2.3053118e-07,-1.6725949e-07,-1.7919359e-07,-1.04871264e-07,-2.1478891e-08,1.10401822e-07,-2.2948711e-08,-1.25263772e-07
"CHFR",-1.40366292e-08,2.12049112e-08,1.30352332e-08,4.71334204e-08,-4.48849984e-08,-9.04233e-08,-5.3485872e-08,-3.50867088e-08,3.07338064e-08,-8.02109e-08,-8.7696444e-10,1.9529642e-08
"VAT1L",-0.00337830283574,-0.0040702073608,-0.001234612495956,-0.0028409002685,-0.002268106152354,-0.00198632571725,-0.001976344798596,-0.000496032197129,-0.000583630249482,-0.00443730954331,0.000350164322865,0.001011913568554
"POLR2B",4.507316e-08,4.5592475e-08,5.1632905e-08,5.703031e-08,1.12530265e-08,-5.596676e-09,1.61533665e-09,4.777075e-08,2.43539155e-08,-9.604257e-08,1.95180115e-08,2.8929183e-08
"GARNL3",-0.00019505643,-2.79785145e-05,-1.23713925e-07,3.4703976e-05,7.28209665e-05,-7.3719555e-05,8.9808765e-05,0.00011546898,-5.75976705e-05,-8.595858e-05,3.29769975e-05,9.704406e-05
"CCZ1",4.1998351528721e-08,3.05061010446885e-08,4.95725833226745e-08,3.91505561910325e-08,4.14408702451601e-09,8.7164798700595e-09,-8.98992126009505e-09,-2.72373421683902e-09,5.04439156095765e-08,2.76140174924174e-09,-6.81601034429535e-09,2.33963092036602e-09
"ADAP1",-5.46065289e-05,-0.000151106571,-0.0001555092,-8.855154e-05,-5.54034096e-05,-0.000172649169,-3.82489569e-05,-1.57088547e-05,-0.000217655361,-4.40146476e-05,6.12775548e-05,-0.000112684572
"DAB2IP",0.00394254023099,-0.0002337468547154,0.0001553830217289,-0.00162192857527,-0.000871048443531,-0.00217649723761,0.0001939472209425,0.0034970635706,0.0044321714967,-0.001411782310025,-5.1015515475e-06,0.00255995503605
"SLC45A4",4.11567475e-06,2.06984945e-05,-1.13817735e-05,6.66469715e-06,-1.07480245e-05,-2.61085085e-06,-2.88976345e-06,-1.176484e-06,2.13909495e-06,1.36583055e-06,-1.32646995e-05,7.38195445e-06
"ACAP2",7.4561057e-08,9.9363041e-09,-1.05903379e-08,-4.03998984e-10,5.1360127e-08,2.87234551e-08,5.8276421e-08,6.42644e-08,3.06578228e-08,-6.1675767e-08,4.8855297e-08,5.2337983e-08
"DGKD",4.77878617e-06,-9.465229e-07,3.30809497e-06,1.20854108e-05,-3.93511783e-06,-9.0732939e-06,-4.94784529e-06,2.54587026e-06,6.43640703e-06,-4.37089366e-06,-1.47516983e-05,-3.39583507e-06
"PRPF38A",-1.95156e-12,2.73502359e-08,-1.36734156e-08,-2.55797568e-08,2.2982427e-08,4.8276891e-09,2.64164355e-08,-2.940327e-08,8.6887944e-09,-6.7319343e-08,1.47853134e-08,1.62914895e-08
"RASL10B",-6.640002e-05,-4.7975436e-05,-3.0347622e-05,-6.044922e-06,-7.511778e-05,-7.4709e-05,-3.8694942e-05,-5.0392854e-05,-9.12168e-06,-1.4030604e-05,-8.505162e-05,-7.592346e-05
"GMPS",2.35944e-07,2.306376e-07,-1.4945436e-07,-4.559004e-08,2.957688e-07,1.4426334e-07,7.373916e-08,-2.859174e-07,8.734194e-08,-4.654692e-07,9.58599e-08,7.773948e-08
"RAN",-1.2928342e-08,-1.802906e-08,-1.0533376e-08,-1.24635e-08,6.4582e-09,3.553928e-09,-1.3262662e-09,-6.48158e-09,-7.679084e-09,-1.921612e-08,1.2103336e-08,5.17615e-09
"SERINC5",2.3978048e-06,2.488456e-06,4.5641268e-07,1.49698076e-06,1.90561288e-06,1.1509374e-06,1.44957968e-06,2.2096336e-06,1.40699948e-06,8.7104652e-07,1.57557552e-06,2.6566992e-06
"A730017C20RIK",0,0,0,0,0,0,0,0,0,0,0,0
"GM5868",-0.00056144966638,0.000159704769628,-9.5883760956e-05,-1.4868509643e-05,0.00042811207826,0.000404312728946,0.00050486417904,0.00054783886622,-9.448316303e-05,-0.000106480384528,0.00064738240162,0.00072943406212
"TMEM30B",-0.000653833513784,0.00110618297534,-0.000113940684978,0.000286992923796,-0.000583618661212,4.23700970704e-05,0.000546375298494,0.000366698572938,-0.000584611969036,0.00159881983364,-0.00064786149395,-0.000225398100396
"1190002N15RIK",0,0,0,0,0,0,0,0,0,0,0,0
"ZFP365",-0.00014718111,4.66083396e-05,-4.70808924e-05,4.43506516e-05,7.2800316e-05,2.86522008e-05,3.08858852e-05,-9.4384758e-06,-9.3702246e-06,-1.5319647e-05,3.732608e-05,1.48920166e-05
"GM6682",0,0,0,0,0,0,0,0,0,0,0,0
"FAM21",0,0,0,0,0,0,0,0,0,0,0,0
"YPEL5",5.9914534e-06,1.75678829e-06,6.5347484e-06,2.7889465e-08,-4.4522205e-06,-4.4630285e-06,-2.3957283e-06,-3.266525e-06,3.012344e-07,-3.0104912e-06,-2.4208376e-07,8.0759306e-07
"COMMD2",9.3896815e-08,4.010419e-07,2.9721133e-07,4.1495445e-07,1.5862652e-07,2.57443145e-07,1.65176105e-07,2.8988622e-07,1.39649775e-07,-6.737654e-07,1.9964995e-07,2.3054499e-07
"SLC35D1",2.34565497e-07,1.14410142e-06,7.20957447e-07,1.40286735e-06,8.46032157e-07,5.69391552e-07,8.55471033e-07,5.43472182e-07,2.60325108e-07,6.91811469e-07,1.09518723e-06,-9.8721459e-07
"ARGLU1",-2.7861384e-08,3.3696888e-09,1.2757418e-08,4.8386908e-08,5.9659708e-09,-2.8762476e-08,4.3832404e-09,8.613078e-09,5.7775296e-09,-6.7365228e-08,1.07034992e-08,1.0410138e-08
"BAZ1A",3.1177173e-06,2.2145343e-06,5.3095131e-07,1.21930357e-06,1.9724304e-07,-4.3120509e-07,6.2862906e-07,7.5222055e-07,4.8729991e-06,-7.3382763e-07,-1.25616765e-06,3.9919678e-06
"GABRA5",-8.1284715e-05,-5.2303768e-05,-6.99019345e-05,-4.8120444e-05,-8.2949045e-05,-5.42015065e-05,-7.691976e-05,-5.6880303e-05,-0.00014952597,-2.5589856e-05,-8.1819625e-05,-5.23726805e-05
"GM6415",0,0,0,0,0,0,0,0,0,0,0,0
"INPP5A",5.07101024e-05,6.3089856e-05,9.2199296e-06,5.6109792e-05,4.50533184e-05,2.95510048e-05,6.9560192e-05,1.95024544e-05,0.000115353024,2.42536416e-05,6.0189248e-05,2.61826112e-05
"CBLN4",-7.00566075e-05,-9.7297506e-05,-8.9508501e-05,-6.52289175e-05,-5.72787288e-05,-5.27006709e-05,-5.83511301e-05,-5.62191255e-05,-8.5310757e-05,-6.44146092e-05,-5.16660948e-05,-8.1178425e-05
